id	definition	parents
MESH:D003121	A febrile illness characterized by chills, aches, vomiting, leukopenia, and sometimes encephalitis. It is caused by the COLORADO TICK FEVER VIRUS, a reovirus transmitted by the tick Dermacentor andersoni.	
MESH:D003123	A group of autosomal-dominant inherited diseases in which COLON CANCER arises in discrete adenomas. Unlike FAMILIAL POLYPOSIS COLI with hundreds of polyps, hereditary nonpolyposis colorectal neoplasms occur much later, in the fourth and fifth decades. HNPCC has been associated with germline mutations in mismatch repair (MMR) genes. It has been subdivided into Lynch syndrome I or site-specific colonic cancer, and LYNCH SYNDROME II which includes extracolonic cancer.	
MESH:D003128	A profound state of unconsciousness associated with depressed cerebral activity from which the individual cannot be aroused. Coma generally occurs when there is dysfunction or injury involving both cerebral hemispheres or the brain stem RETICULAR FORMATION.	
MESH:D003130	Neurotic reactions to unusual, severe, or overwhelming military stress.	
MESH:D003137	Diseases of the COMMON BILE DUCT including the AMPULLA OF VATER and the SPHINCTER OF ODDI.	
MESH:D003138	Tumor or cancer of the COMMON BILE DUCT including the AMPULLA OF VATER and the SPHINCTER OF ODDI.	
MESH:D003139	A catarrhal disorder of the upper respiratory tract, which may be viral or a mixed infection. It generally involves a runny nose, nasal congestion, and sneezing.	
MESH:D003141	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	
MESH:D003147	Disorders of verbal and nonverbal communication caused by receptive or expressive LANGUAGE DISORDERS, cognitive dysfunction (e.g., MENTAL RETARDATION), psychiatric conditions, and HEARING DISORDERS.	
MESH:D003161	Conditions in which increased pressure within a limited space compromises the BLOOD CIRCULATION and function of tissue within that space. Some of the causes of increased pressure are TRAUMA, tight dressings, HEMORRHAGE, and exercise. Sequelae include nerve compression (NERVE COMPRESSION SYNDROMES); PARALYSIS; and ISCHEMIC CONTRACTURE. FASCIOTOMY is often used to decompress increased pressure and eliminate pain associated with compartment syndromes.	
MESH:D003193	Disorder characterized by an emotionally constricted manner that is unduly conventional, serious, formal, and stingy, by preoccupation with trivial details, rules, order, organization, schedules, and lists, by stubborn insistence on having things one's own way without regard for the effects on others, by poor interpersonal relationships, and by indecisiveness due to fear of making mistakes.	
MESH:D003218	Sexually transmitted form of anogenital warty growth caused by the HUMAN PAPILLOMAVIRUS VIRUSES.	
MESH:D003221	A mental state characterized by bewilderment, emotional disturbance, lack of clear thinking, and perceptual disorientation.	
MESH:D003229	Diseases involving the CONJUNCTIVA.	
MESH:D003230	Tumors or cancer of the CONJUNCTIVA.	
MESH:D003231	INFLAMMATION of the CONJUNCTIVA.	
MESH:D003232	A highly contagious disease characterized by subconjunctival hemorrhage, sudden swelling of the eyelids and congestion, redness, and pain in the eye. Epidemic conjunctivitis caused by Enterovirus 70 (EV-70) was first described in Africa in 1969. It is caused also by Coxsackievirus A24 variant (CA24v). Epidemics by this organism have appeared most frequently in Asia.	
MESH:D003233	Conjunctivitis due to hypersensitivity to various allergens.	
MESH:D003234	Purulent infections of the conjunctiva by several species of gram-negative, gram-positive, or acid-fast organisms. Some of the more commonly found genera causing conjunctival infections are Haemophilus, Streptococcus, Neisseria, and Chlamydia.	
MESH:D003235	An infection of the eyes characterized by the presence in conjunctival epithelial cells of inclusion bodies indistinguishable from those of trachoma. It is acquired by infants during birth and by adults from swimming pools. The etiological agent is CHLAMYDIA TRACHOMATIS whose natural habitat appears to be the genito-urinary tract. Inclusion conjunctivitis is a less severe disease than trachoma and usually clears up spontaneously.	
MESH:D003236	Inflammation, often mild, of the conjunctiva caused by a variety of viral agents. Conjunctival involvement may be part of a systemic infection.	
MESH:D003240	A heterogeneous group of disorders, some hereditary, others acquired, characterized by abnormal structure or function of one or more of the elements of connective tissue, i.e., collagen, elastin, or the mucopolysaccharides.	
MESH:D003244	Organic mental disorders in which there is impairment of the ability to maintain awareness of self and environment and to respond to environmental stimuli. Dysfunction of the cerebral hemispheres or brain stem RETICULAR FORMATION may result in this condition.	
MESH:D003248	Infrequent or difficult evacuation of FECES. These symptoms are associated with a variety of causes, including low DIETARY FIBER intake, emotional or nervous disturbances, systemic and structural disorders, drug-induced aggravation, and infections.	
MESH:D003251	The condition of an anatomical structure's being constricted beyond normal dimensions.	
MESH:D003286	Prolonged shortening of the muscle or other soft tissue around a joint, preventing movement of the joint.	
MESH:D003288	Injuries resulting in hemorrhage, usually manifested in the skin.	
MESH:D003289	The period of recovery following an illness.	
MESH:D003291	A disorder whose predominant feature is a loss or alteration in physical functioning that suggests a physical disorder but that is actually a direct expression of a psychological conflict or need.	
MESH:D003294	Seizures that occur during a febrile episode. It is a common condition, affecting 2-5% of children aged 3 months to five years. An autosomal dominant pattern of inheritance has been identified in some families. The majority are simple febrile seizures (generally defined as generalized onset, single seizures with a duration of less than 30 minutes). Complex febrile seizures are characterized by focal onset, duration greater than 30 minutes, and/or more than one seizure in a 24 hour period. The likelihood of developing epilepsy (i.e., a nonfebrile seizure disorder) following simple febrile seizures is low. Complex febrile seizures are associated with a moderately increased incidence of epilepsy. (From Menkes, Textbook of Child Neurology, 5th ed, p784)	
MESH:D003310	A malformation of the heart in which the embryonic common PULMONARY VEIN was not incorporated into the LEFT ATRIUM leaving behind a perforated fibromuscular membrane bisecting the left atrium, a three-atrium heart. The opening between the two left atrium sections determines the degree of obstruction to pulmonary venous return, pulmonary venous and pulmonary arterial hypertension.	
MESH:D003316	Diseases of the cornea.	
MESH:D003317	Bilateral hereditary disorders of the cornea, usually autosomal dominant, which may be present at birth but more frequently develop during adolescence and progress slowly throughout life. Central macular dystrophy is transmitted as an autosomal recessive defect.	
MESH:D003318	Disorder occurring in the central or peripheral area of the cornea. The usual degree of transparency becomes relatively opaque.	
MESH:D003320	Loss of epithelial tissue from the surface of the cornea due to progressive erosion and necrosis of the tissue; usually caused by bacterial, fungal, or viral infection.	
MESH:D003323	Abnormal balloon- or sac-like dilatation in the wall of CORONARY VESSELS. Most coronary aneurysms are due to CORONARY ATHEROSCLEROSIS, and the rest are due to inflammatory diseases, such as KAWASAKI DISEASE.	
MESH:D003324	Pathological processes of CORONARY ARTERIES that may derive from a congenital abnormality, atherosclerotic, or non-atherosclerotic cause.	
MESH:D003327	An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.	
MESH:D003328	Coagulation of blood in any of the CORONARY VESSELS. The presence of a blood clot (THROMBUS) often leads to MYOCARDIAL INFARCTION.	
MESH:D003329	Spasm of the large- or medium-sized coronary arteries.	
MESH:D003330	Malformations of CORONARY VESSELS, either arteries or veins. Included are anomalous origins of coronary arteries; ARTERIOVENOUS FISTULA; CORONARY ANEURYSM; MYOCARDIAL BRIDGING; and others.	
MESH:D003333	Virus diseases caused by CORONAVIRIDAE.	
MESH:D003354	Infections with bacteria of the genus CORYNEBACTERIUM.	
MESH:D003371	A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation. It is a protective response that serves to clear the trachea, bronchi, and/or lungs of irritants and secretions, or to prevent aspiration of foreign materials into the lungs.	
MESH:D003384	A heterogeneous group of infections produced by coxsackieviruses, including HERPANGINA, aseptic meningitis (MENINGITIS, ASEPTIC), a common-cold-like syndrome, a non-paralytic poliomyelitis-like syndrome, epidemic pleurodynia (PLEURODYNIA, EPIDEMIC) and a serious MYOCARDITIS.	
MESH:D003387	Incomplete fracture of any part of a tooth, characterized by pain during mastication and sensitivity to heat, cold, sweet or sour tastes, and alcohol; it is often undiagnosed because the tooth is usually X-ray negative and normal to pulp vitality tests.	
MESH:D003389	Disorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves, this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate.	
MESH:D003390	Benign and malignant neoplasms that arise from one or more of the twelve cranial nerves.	
MESH:D003394	Autosomal dominant CRANIOSYNOSTOSIS with shallow ORBITS; EXOPHTHALMOS; and maxillary hypoplasia.	
MESH:D003397	A benign pituitary-region neoplasm that originates from Rathke's pouch. The two major histologic and clinical subtypes are adamantinous (or classical) craniopharyngioma and papillary craniopharyngioma. The adamantinous form presents in children and adolescents as an expanding cystic lesion in the pituitary region. The cystic cavity is filled with a black viscous substance and histologically the tumor is composed of adamantinomatous epithelium and areas of calcification and necrosis. Papillary craniopharyngiomas occur in adults, and histologically feature a squamous epithelium with papillations. (From Joynt, Clinical Neurology, 1998, Ch14, p50)	
MESH:D003398	Premature closure of one or more CRANIAL SUTURES. It often results in plagiocephaly. Craniosynostoses that involve multiple sutures are sometimes associated with congenital syndromes such as ACROCEPHALOSYNDACTYLIA; and CRANIOFACIAL DYSOSTOSIS.	
MESH:D003409	A condition in infancy or early childhood due to an in-utero deficiency of THYROID HORMONES that can be caused by genetic or environmental factors, such as thyroid dysgenesis or HYPOTHYROIDISM in infants of mothers treated with THIOURACIL during pregnancy. Endemic cretinism is the result of iodine deficiency. Clinical symptoms include severe MENTAL RETARDATION, impaired skeletal development, short stature, and MYXEDEMA.	
MESH:D003410	An infantile syndrome characterized by a cat-like cry, failure to thrive, microcephaly, MENTAL RETARDATION, spastic quadriparesis, micro- and retrognathia, glossoptosis, bilateral epicanthus, hypertelorism, and tiny external genitalia. It is caused by a deletion of the short arm of chromosome 5 (5p-).	
MESH:D003414	A familial form of congenital hyperbilirubinemia transmitted as an autosomal recessive trait. It is characterized by icterus and brain damage caused by a glucuronyl transferase deficiency in the liver and faulty bilirubin conjugation.	
MESH:D003420	A developmental malformation of the heart characterized by a twisted but not defective atrioventicular connection. The abnormal rotation of the ventricular mass around its long axis results in the crossing of the inflow streams of the two ventricles. Other features include hypoplasia of the TRICUSPID VALVE and RIGHT VENTRICLE.	
MESH:D003424	A chronic transmural inflammation that may involve any part of the DIGESTIVE TRACT from MOUTH to ANUS, mostly found in the ILEUM, the CECUM, and the COLON. In Crohn disease, the inflammation, extending through the intestinal wall from the MUCOSA to the serosa, is characteristically asymmetric and segmental. Epithelioid GRANULOMAS may be seen in some patients.	
MESH:D003428	Any infection which a patient contracts in a health-care institution.	
MESH:D003440	Inflammation involving the GLOTTIS or VOCAL CORDS and the subglottic larynx. Croup is characterized by a barking cough, HOARSENESS, and persistent inspiratory STRIDOR (a high-pitched breathing sound). It occurs chiefly in infants and children.	
MESH:D003444	Severe systemic manifestation of trauma and ischemia involving soft tissues, principally skeletal muscle, due to prolonged severe crushing. It leads to increased permeability of the cell membrane and to the release of potassium, enzymes, and myoglobin from within cells. Ischemic renal dysfunction secondary to hypotension and diminished renal perfusion results in acute tubular necrosis and uremia.	
MESH:D003449	A condition characterized by the presence of abnormal quantities of CRYOGLOBULINS in the blood. Upon cold exposure, these abnormal proteins precipitate into the microvasculature leading to restricted blood flow in the exposed areas.	
MESH:D003453	Fungal infection caused by genus CRYPTOCOCCUS.	
MESH:D003456	A developmental defect in which a TESTIS or both TESTES failed to descend from high in the ABDOMEN to the bottom of the SCROTUM. Testicular descent is essential to normal SPERMATOGENESIS which requires temperature lower than the BODY TEMPERATURE. Cryptorchidism can be subclassified by the location of the maldescended testis.	
MESH:D003457	Intestinal infection with organisms of the genus CRYPTOSPORIDIUM. It occurs in both animals and humans. Symptoms include severe DIARRHEA.	
MESH:D003480	A condition caused by prolonged exposure to excess levels of cortisol (HYDROCORTISONE) or other GLUCOCORTICOIDS from endogenous or exogenous sources. It is characterized by upper body OBESITY; OSTEOPOROSIS; HYPERTENSION; DIABETES MELLITUS; HIRSUTISM; AMENORRHEA; and excess body fluid. Endogenous Cushing syndrome or spontaneous hypercortisolism is divided into two groups, those due to an excess of ADRENOCORTICOTROPIN and those that are ACTH-independent.	
MESH:D003483	A group of connective tissue diseases in which skin hangs in loose pendulous folds. It is believed to be associated with decreased elastic tissue formation as well as an abnormality in elastin formation. Cutis laxa is usually a genetic disease, but acquired cases have been reported. (From Dorland, 27th ed)	
MESH:D003490	A bluish or purplish discoloration of the skin and mucous membranes due to an increase in the amount of deoxygenated hemoglobin in the blood or a structural defect in the hemoglobin molecule.	
MESH:D003527	An affective disorder characterized by periods of depression and hypomania. These may be separated by periods of normal mood.	
MESH:D003528	Carcinoma characterized by bands or cylinders of hyalinized or mucinous stroma separating or surrounded by nests or cords of small epithelial cells. When the cylinders occur within masses of epithelial cells, they give the tissue a perforated, sievelike, or cribriform appearance. Such tumors occur in the mammary glands, the mucous glands of the upper and lower respiratory tract, and the salivary glands. They are malignant but slow-growing, and tend to spread locally via the nerves. (Dorland, 27th ed)	
MESH:D003536	A malignant neoplasm derived from glandular epithelium, in which cystic accumulations of retained secretions are formed. The neoplastic cells manifest varying degrees of anaplasia and invasiveness, and local extension and metastases occur. Cystadenocarcinomas develop frequently in the ovaries, where pseudomucinous and serous types are recognized. (Stedman, 25th ed)	
MESH:D003537	A benign neoplasm derived from glandular epithelium, in which cystic accumulations of retained secretions are formed. In some instances, considerable portions of the neoplasm, or even the entire mass, may be cystic. (Stedman, 25th ed)	
MESH:D003550	An autosomal recessive genetic disease of the EXOCRINE GLANDS. It is caused by mutations in the gene encoding the CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR expressed in several organs including the LUNG, the PANCREAS, the BILIARY SYSTEM, and the SWEAT GLANDS. Cystic fibrosis is characterized by epithelial secretory dysfunction associated with ductal obstruction resulting in AIRWAY OBSTRUCTION; chronic RESPIRATORY INFECTIONS; PANCREATIC INSUFFICIENCY; maldigestion; salt depletion; and HEAT PROSTRATION.	
MESH:D003551	Infection with CYSTICERCUS, the larval form of the various tapeworms of the genus Taenia (usually T. solium in man). In humans they penetrate the intestinal wall and invade subcutaneous tissue, brain, eye, muscle, heart, liver, lung, and peritoneum. Brain involvement results in NEUROCYSTICERCOSIS.	
MESH:D003554	A metabolic disease characterized by the defective transport of CYSTINE across the lysosomal membrane due to mutation of a membrane protein cystinosin. This results in cystine accumulation and crystallization in the cells causing widespread tissue damage. In the KIDNEY, nephropathic cystinosis is a common cause of RENAL FANCONI SYNDROME.	
MESH:D003555	An inherited disorder due to defective reabsorption of CYSTINE and other BASIC AMINO ACIDS by the PROXIMAL RENAL TUBULES. This form of aminoaciduria is characterized by the abnormally high urinary levels of cystine; LYSINE; ARGININE; and ORNITHINE. Mutations involve the amino acid transport protein gene SLC3A1.	
MESH:D003556	Inflammation of the URINARY BLADDER, either from bacterial or non-bacterial causes. Cystitis is usually associated with painful urination (dysuria), increased frequency, urgency, and suprapubic pain.	
MESH:D003557	A type of connective tissue neoplasm typically arising from intralobular stroma of the breast. It is characterized by the rapid enlargement of an asymmetric firm mobile mass. Histologically, its leaf-like stromal clefts are lined by EPITHELIAL CELLS. Rare phyllodes tumor of the prostate is also known.	
MESH:D003560	Any fluid-filled closed cavity or sac that is lined by an EPITHELIUM. Cysts can be of normal, abnormal, non-neoplastic, or neoplastic tissues.	
MESH:D003586	Infection with CYTOMEGALOVIRUS, characterized by enlarged cells bearing intranuclear inclusions. Infection may be in almost any organ, but the salivary glands are the most common site in children, as are the lungs in adults.	
MESH:D003607	Inflammation of the lacrimal sac. (Dorland, 27th ed)	
MESH:D003616	A congenital abnormality of the central nervous system marked by failure of the midline structures of the cerebellum to develop, dilation of the fourth ventricle, and upward displacement of the transverse sinuses, tentorium, and torcula. Clinical features include occipital bossing, progressive head enlargement, bulging of anterior fontanelle, papilledema, ataxia, gait disturbances, nystagmus, and intellectual compromise. (From Menkes, Textbook of Child Neurology, 5th ed, pp294-5)	
MESH:D003635	A syndrome characterized by growth retardation, severe MENTAL RETARDATION, short stature, a low-pitched growling cry, brachycephaly, low-set ears, webbed neck, carp mouth, depressed nasal bridge, bushy eyebrows meeting at the midline, hirsutism, and malformations of the hands. The condition may occur sporadically or be associated with an autosomal dominant pattern of inheritance or duplication of the long arm of chromosome 3. (Menkes, Textbook of Child Neurology, 5th ed, p231)	
MESH:D003638	A general term for the complete loss of the ability to hear from both ears.	
MESH:D003639	Sensorineural hearing loss which develops suddenly over a period of hours or a few days. It varies in severity from mild to total deafness. Sudden deafness can be due to head trauma, vascular diseases, infections, or can appear without obvious cause or warning.	
MESH:D003643	Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.	
MESH:D003645	The abrupt cessation of all vital bodily functions, manifested by the permanent loss of total cerebral, respiratory, and cardiovascular functions.	
MESH:D003649	The loss of calcium salts from bones and teeth. Bacteria may be responsible for this occurrence in teeth. Old age may be a factor contributing to calcium loss, as is the presence of diseases such as rheumatoid arthritis.	
MESH:D003655	A condition characterized by abnormal posturing of the limbs that is associated with injury to the brainstem. This may occur as a clinical manifestation or induced experimentally in animals. The extensor reflexes are exaggerated leading to rigid extension of the limbs accompanied by hyperreflexia and opisthotonus. This condition is usually caused by lesions which occur in the region of the brainstem that lies between the red nuclei and the vestibular nuclei. In contrast, decorticate rigidity is characterized by flexion of the elbows and wrists with extension of the legs and feet. The causative lesion for this condition is located above the red nuclei and usually consists of diffuse cerebral damage. (From Adams et al., Principles of Neurology, 6th ed, p358)	
MESH:D003665	A condition occurring as a result of exposure to a rapid fall in ambient pressure. Gases, nitrogen in particular, come out of solution and form bubbles in body fluid and blood. These gas bubbles accumulate in joint spaces and the peripheral circulation impairing tissue oxygenation causing disorientation, severe pain, and potentially death.	
MESH:D003668	An ulceration caused by prolonged pressure on the SKIN and TISSUES when one stays in one position for a long period of time, such as lying in bed. The bony areas of the body are the most frequently affected sites which become ischemic (ISCHEMIA) under sustained and constant pressure.	
MESH:D003677	A condition produced by dietary or metabolic deficiency. The term includes all diseases caused by an insufficient supply of essential nutrients, i.e., protein (or amino acids), vitamins, and minerals. It also includes an inadequacy of calories. (From Dorland, 27th ed; Stedman, 25th ed)	
MESH:D003680	Difficulty in SWALLOWING which may result from neuromuscular disorder or mechanical obstruction. Dysphagia is classified into two distinct types: oropharyngeal dysphagia due to malfunction of the PHARYNX and UPPER ESOPHAGEAL SPHINCTER; and esophageal dysphagia due to malfunction of the ESOPHAGUS.	
MESH:D003681	The condition that results from excessive loss of water from a living organism.	
MESH:D003693	A disorder characterized by CONFUSION; inattentiveness; disorientation; ILLUSIONS; HALLUCINATIONS; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	
MESH:D003699	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS, a defective RNA virus that can only infect HEPATITIS B patients. For its viral coating, hepatitis delta virus requires the HEPATITIS B SURFACE ANTIGENS produced by these patients. Hepatitis D can occur either concomitantly with (coinfection) or subsequent to (superinfection) hepatitis B infection. Similar to hepatitis B, it is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.	
MESH:D003704	An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.	
MESH:D003711	Diseases characterized by loss or dysfunction of myelin in the central or peripheral nervous system.	
MESH:D003715	An acute febrile disease transmitted by the bite of AEDES mosquitoes infected with DENGUE VIRUS. It is self-limiting and characterized by fever, myalgia, headache, and rash. SEVERE DENGUE is a more virulent form of dengue.	
MESH:D003719	Anomaly of the tooth, found chiefly in upper lateral incisors. It is characterized by invagination of the enamel at the incisal edge.	
MESH:D003728	Abnormal concretion or calcified deposit that forms around the teeth or dental prostheses.	
MESH:D003731	Localized destruction of the tooth surface initiated by decalcification of the enamel followed by enzymatic lysis of organic structures and leading to cavity formation. If left unchecked, the cavity may penetrate the enamel and dentin and reach the pulp.	
MESH:D003741	Accumulations of microflora that lead to pathological plaque and calculus which cause PERIODONTAL DISEASES. It can be considered a type of BIOFILMS. It is subtly distinguished from the protective DENTAL PELLICLE.	
MESH:D003744	An acquired or hereditary condition due to deficiency in the formation of tooth enamel (AMELOGENESIS). It is usually characterized by defective, thin, or malformed DENTAL ENAMEL. Risk factors for enamel hypoplasia include gene mutations, nutritional deficiencies, diseases, and environmental factors.	
MESH:D003750	Naturally occurring deep grooves or clefts in the surface of teeth equivalent to class 1 cavities in Black's classification of dental caries.	
MESH:D003751	An abnormal passage in the oral cavity on the gingiva.	
MESH:D003763	The seepage of fluids, debris, and micro-organisms between the walls of a prepared dental cavity and the restoration.	
MESH:D003769	An occlusion resulting in overstrain and injury to teeth, periodontal tissue, or other oral structures.	
MESH:D003773	A film that attaches to teeth, often causing DENTAL CARIES and GINGIVITIS. It is composed of MUCINS, secreted from salivary glands, and microorganisms.	
MESH:D003784	CALCINOSIS of the DENTAL PULP or ROOT CANAL.	
MESH:D003788	Endodontic diseases of the DENTAL PULP inside the tooth, which is distinguished from PERIAPICAL DISEASES of the tissue surrounding the root.	
MESH:D003789	The result of pathological changes in the hard tissue of a tooth caused by carious lesions, mechanical factors, or trauma, which render the pulp susceptible to bacterial invasion from the external environment.	
MESH:D003790	Death of pulp tissue with or without bacterial invasion. When the necrosis is due to ischemia with superimposed bacterial infection, it is referred to as pulp gangrene. When the necrosis is non-bacterial in origin, it is called pulp mummification.	
MESH:D003803	Most common follicular odontogenic cyst. Occurs in relation to a partially erupted or unerupted tooth with at least the crown of the tooth to which the cyst is attached protruding into the cystic cavity. May give rise to an ameloblastoma and, in rare instances, undergo malignant transformation.	
MESH:D003805	An apparently hereditary disorder of dentin formation, marked by a normal appearance of coronal dentin associated with pulpal obliteration, faulty root formation, and a tendency for peripheral lesions without obvious cause. (From Dorland, 27th ed)	
MESH:D003807	Pain associated with exposed DENTIN surfaces of the teeth.	
MESH:D003809	Dentin formed by normal pulp after completion of root end formation.	
MESH:D003811	An autosomal dominant disorder of tooth development characterized by opalescent dentin resulting in discoloration of the teeth. The dentin develops poorly with low mineral content while the pulp canal is obliterated.	
MESH:D003859	A personality disorder characterized by a pervasive and excessive need to be taken care of that leads to submissive and clinging behavior and fears of separation, beginning by early adulthood and present in a variety of contexts. (From DSM-IV, 1994)	
MESH:D003865	Disorder in which five (or more) of the following symptoms have been present during the same 2-week period and represent a change from previous functioning; at least one of the symptoms is either (1) depressed mood or (2) loss of interest or pleasure. Symptoms include: depressed mood most of the day, nearly every day; markedly diminished interest or pleasure in activities most of the day, nearly every day; significant weight loss when not dieting or weight gain; Insomnia or hypersomnia nearly every day; psychomotor agitation or retardation nearly every day; fatigue or loss of energy nearly every day; feelings of worthlessness or excessive or inappropriate guilt; diminished ability to think or concentrate, or indecisiveness, nearly every day; or recurrent thoughts of death, recurrent suicidal ideation without a specific plan, or a suicide attempt. (DSM-5)	
MESH:D003866	An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.	
MESH:D003872	Any inflammation of the skin.	
MESH:D003873	The widespread involvement of the skin by a scaly, erythematous dermatitis occurring either as a secondary or reactive process to an underlying cutaneous disorder (e.g., atopic dermatitis, psoriasis, etc.), or as a primary or idiopathic disease. It is often associated with the loss of hair and nails, hyperkeratosis of the palms and soles, and pruritus. (From Dorland, 27th ed)	
MESH:D003874	Rare, chronic, papulo-vesicular disease characterized by an intensely pruritic eruption consisting of various combinations of symmetrical, erythematous, papular, vesicular, or bullous lesions. The disease is strongly associated with the presence of HLA-B8 and HLA-DR3 antigens. A variety of different autoantibodies has been detected in small numbers in patients with dermatitis herpetiformis.	
MESH:D003875	Adverse cutaneous reactions caused by ingestion, parenteral use, or local application of a drug. These may assume various morphologic patterns and produce various types of lesions.	
MESH:D003876	A chronic inflammatory genetically determined disease of the skin marked by increased ability to form reagin (IgE), with increased susceptibility to allergic rhinitis and asthma, and hereditary disposition to a lowered threshold for pruritus. It is manifested by lichenification, excoriation, and crusting, mainly on the flexural surfaces of the elbow and knee. In infants it is known as infantile eczema.	
MESH:D003877	A type of acute or chronic skin reaction in which sensitivity is manifested by reactivity to materials or substances coming in contact with the skin. It may involve allergic or non-allergic mechanisms.	
MESH:D003881	Superficial infections of the skin or its appendages by any of various fungi.	
MESH:D003882	A subacute or chronic inflammatory disease of muscle and skin, marked by proximal muscle weakness and a characteristic skin rash. The illness occurs with approximately equal frequency in children and adults. The skin lesions usually take the form of a purplish rash (or less often an exfoliative dermatitis) involving the nose, cheeks, forehead, upper trunk, and arms. The disease is associated with a complement mediated intramuscular microangiopathy, leading to loss of capillaries, muscle ischemia, muscle-fiber necrosis, and perifascicular atrophy. The childhood form of this disease tends to evolve into a systemic vasculitis. Dermatomyositis may occur in association with malignant neoplasms. (From Adams et al., Principles of Neurology, 6th ed, pp1405-6)	
MESH:D003884	A tumor consisting of displaced ectodermal structures along the lines of embryonic fusion, the wall being formed of epithelium-lined connective tissue, including skin appendages, and containing keratin, sebum, and hair. (Stedman, 25th ed)	
MESH:D003914	A congenital defect in which the heart is located on the right side of the THORAX instead of on the left side (levocardia, the normal position). When dextrocardia is accompanied with inverted HEART ATRIA, a right-sided STOMACH, and a left-sided LIVER, the combination is called dextrocardia with SITUS INVERSUS. Dextrocardia may adversely affect other thoracic organs.	
MESH:D003919	A disease that is characterized by frequent urination, excretion of large amounts of dilute URINE, and excessive THIRST. Etiologies of diabetes insipidus include deficiency of antidiuretic hormone (also known as ADH or VASOPRESSIN) secreted by the NEUROHYPOPHYSIS, impaired KIDNEY response to ADH, and impaired hypothalamic regulation of thirst.	
MESH:D003920	A heterogeneous group of disorders characterized by HYPERGLYCEMIA and GLUCOSE INTOLERANCE.	
MESH:D003921	Diabetes mellitus induced experimentally by administration of various diabetogenic agents or by PANCREATECTOMY.	
MESH:D003922	A subtype of DIABETES MELLITUS that is characterized by INSULIN deficiency. It is manifested by the sudden onset of severe HYPERGLYCEMIA, rapid progression to DIABETIC KETOACIDOSIS, and DEATH unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.	
MESH:D003923	A type of diabetes mellitus that is characterized by severe INSULIN RESISTANCE and LIPODYSTROPHY. The latter may be generalized, partial, acquired, or congenital (LIPODYSTROPHY, CONGENITAL GENERALIZED).	
MESH:D003924	A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.	
MESH:D003925	VASCULAR DISEASES that are associated with DIABETES MELLITUS.	
MESH:D003926	A state of unconsciousness as a complication of diabetes mellitus. It occurs in cases of extreme HYPERGLYCEMIA or extreme HYPOGLYCEMIA as a complication of INSULIN therapy.	
MESH:D003928	KIDNEY injuries associated with diabetes mellitus and affecting KIDNEY GLOMERULUS; ARTERIOLES; KIDNEY TUBULES; and the interstitium. Clinical signs include persistent PROTEINURIA, from microalbuminuria progressing to ALBUMINURIA of greater than 300 mg/24 h, leading to reduced GLOMERULAR FILTRATION RATE and END-STAGE RENAL DISEASE.	
MESH:D003929	Peripheral, autonomic, and cranial nerve disorders that are associated with DIABETES MELLITUS. These conditions usually result from diabetic microvascular injury involving small blood vessels that supply nerves (VASA NERVORUM). Relatively common conditions which may be associated with diabetic neuropathy include third nerve palsy (see OCULOMOTOR NERVE DISEASES); MONONEUROPATHY; mononeuropathy multiplex; diabetic amyotrophy; a painful POLYNEUROPATHY; autonomic neuropathy; and thoracoabdominal neuropathy. (From Adams et al., Principles of Neurology, 6th ed, p1325)	
MESH:D003930	Disease of the RETINA as a complication of DIABETES MELLITUS. It is characterized by the progressive microvascular complications, such as ANEURYSM, interretinal EDEMA, and intraocular PATHOLOGIC NEOVASCULARIZATION.	
