id	definition	parents
ORPHA:261250	16q24.3 microdeletion syndrome is a recently described syndrome associated with variable developmental delay, facial dysmorphism, seizures and autistic spectrum disorder.	
ORPHA:2616	A rare primordial growth disorder characterized by low birth weight, reduced birth length, severe postnatal growth restriction, large head size, a spectrum of minor anomalies (including facial dysmorphism) and normal intelligence.	
ORPHA:2613	A rare genetic glomerular disease characterized by variably severe nephropathy with microscopic hematuria and proteinuria, in the absence of nail and bone abnormalities. Characteristic ultrastructural findings are irregular thickening and moth-eaten appearance of the glomerular basement membrane with focal deposition of type III collagen fibrils.	
ORPHA:261257	Distal 17p13.3 microdeletion syndrome is a rare partial monosomy of the short arm of chromosome 17 with a variable phenotype characterized by prenatal and postnatal growth retardation, developmental delay, mild intellectual disability, macrocephaly, mild facial dysmorphisms including prominent forehead, hypertelorism, thick upper and/or lower lip vermillion, and structural abnormalities of the brain variably including white matter abnormalities, prominent Virchow-Robin spaces, Chiari I malformation, corpus callosum hypoplasia, but no lissencephaly.	
ORPHA:261344	Trisomy 1q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 1, with a highly variable phenotype principally characterized by intellectual disability, short stature, craniofacial dysmorphism (incl. macro/microcephaly, prominent forehead, posteriorly rotated, low-set ears, abnormal palpebral fissures, microphthalmia, broad, flat nasal bridge, high-arched palate, micro/retrognathia), cardiac defects and urogenital anomalies. Patients may also present cerebral (e.g. ventriculomegaly) and gastrointestinal malformations, as well as dystonic tremor and recurrent respiratory tract infections.	
ORPHA:261337	A rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 22, with a highly variable phenotype principally characterized by developmental delay, intellectual disability, behavioral anomalies, and non-specific craniofacial dysmorphism. Congenital heart malformations, visual and hearing impairment, urogenital abnormalities, and seizures have also been reported. Penetrance is incomplete. In 70% of cases, the duplication is inherited from as asymptomatic parent.	
ORPHA:261476	A rare chromosomal anomaly characterized by complex glycerol kinase deficiency, congenital adrenal hypoplasia, intellectual disability and/or Duchenne muscular dystrophy that usually affect males. The clinical features depend on the deletion size and the number and type of involved genes.	
ORPHA:261349	2p15p16.1 microdeletion syndrome is a recently described syndrome characterized by developmental delay and facial dysmorphism.	
ORPHA:261318	Trisomy 20p is a chromosomal disorder resulting from duplication of all or part of the short arm of chromosome 20. It is mostly characterized by normal growth, mild to moderate intellectual disability, speech delay, poor coordination and evocative facial features.	
ORPHA:261311	A rare chromosomal anomaly syndrome resulting from the partial deletion of the long arm of chromosome 20 with a highly variable phenotype typically characterized by hypotonia, intellectual disability, cognitive and language deficits (including decreased or absent speech), pre and post-natal growth retardation, feeding difficulties, microcephaly, and malformed hands and feet. Neurodevelopmental disorders (including hyperactivity, social interactive problems and autism spectrum disorder), seizures and dysmorphic facial features (high forehead, hypertelorism, malformed ears, broad nasal bridge, bulbous nasal tip, thin upper lip, small chin) are frequently associated.	
ORPHA:2623	A rare skeletal dysplasia characterized by short stature, prominent abnormalities in hands and feet, and a characteristic facial appearance (described as "happy'').	
ORPHA:261330	A rare chromosomal anomaly syndrome, resulting from the partial deletion of the long arm of chromosome 22, outside the DiGeorge critical region. The phenotype is characterized by prematurity, pre- and post-natal growth retardation, developmental delay (particularly speech), mild intellectual disability, variable cardiac defects, and minor skeletal anomalies (such as clinodactyly). Dysmorphic features present in half of the individuals include microcephaly, arched eyebrows, deep set eyes, narrow upslanting palpebral fissures, ear abnormalities (low-set ears, tags and pits), hypoplastic alae nasi, smooth philtrum, down-turned mouth, thin upper lip, retro/micrognatia and pointed chin. For certain very distal deletions including the <i>SMARCB1</i> gene, there is a risk of developing malignant rhabdoid tumours. Most deletions are <i>de novo </i>.	
ORPHA:261323	A rare, genetic, chromosomal anomaly syndrome resulting from a partial deletion of the long arm of chromosome 21 characterized by pre- and post-natal growth delay, short stature, intellectual disability, developmental delay with severe language impairment, thrombocytopenia, and craniofacial dysmorphism which may include microcephaly, downslanted palpebral &#64257;ssures, low-set ears, broad nose, thin upper vermillion, and downturned corners of the mouth. Brain MRI abnormalities (such as agenesis of the corpus callosum), behavioral problems and seizures may be associated.	
ORPHA:261524	A uniparental disomy of paternal origin that does not seem to have an adverse impact on the phenotype of an individual. There is a possibility of homozygosity for a recessive disease mutation for which the father is a carrier and specific phenotype depends on the inherited disorder.	
ORPHA:2639	A rare syndrome characterised by severe reduction or absence of the fibula and complex brachydactyly. Less than 30 cases have been described in the literature so far. The syndrome is inherited in an autosomal recessive manner and is caused by mutations in the cartilage-derived morphogenetic protein-1 gene (<i>GDF5</i>).	
ORPHA:261519	A uniparental disomy of maternal origin that does not seem to have an adverse impact on the phenotype of an individual. There is a possibility of homozygosity for a recessive disease mutation for which the mother is a carrier and specific phenotype depends on the inherited disorder.	
ORPHA:261534	49,XXXYY syndrome is a rare gonosome anomaly syndrome characterized by a eunuchoid habitus with gynecoid fat distribution and shape, normal to tall stature, moderate to severe intellectual disability, distinctive facial features (e.g. prominent forehead, epicanthic folds, broad nasal bridge, prognathism), gynecomastia, hypogonadism, cryptorchidism, small penis and behavioral abnormalities (incl. solitary, passive disposition but prone to aggressive outbursts, autistic). Skeletal malformations, such as delayed bone age, fifth finger clinodactyly, elbow malformations and slow molar development, may also be associated.	
ORPHA:261529	A rare chromosome Y structural anomaly, with a highly variable phenotype, mostly characterized by short stature, partial to total gonadal failure, sexual infantilism, genital anomalies (e.g. ambiguous genitalia, hypospadias, cryptorchidism), and azoospermia or oligozoospermia. Additional reported features include speech delay, obesity, and acanthosis nigricans. Gender dysphoria and comorbid bipolar disorder have also been observed.	
ORPHA:261494	A rare genetic, intellectual disability syndrome characterized by intellectual disability, childhood hypotonia, severe expressive speech delay, autism spectrum disorder, and a distinctive facial appearance with a spectrum of additional clinical features.	
ORPHA:2631	A rare multiple congenital anomalies/dysmorphic syndrome characterized by mesomelic shortening and bowing of the limbs, camptodactyly, skin dimpling and cleft palate with retrognathia and mandibular hypoplasia. Fatal course due to cardiorespiratory arrest has also been reported. There have been no further descriptions in the literature since 1993.	
ORPHA:261483	Xq27.3q28 duplication syndrome is a recently described syndrome characterized by short stature, hypogonadism, developmental delay and facial dysmorphism.	
ORPHA:2632	A rare, genetic skeletal dysplasia characterized by severe disproportionate short stature with mesomelic and rhizomelic shortening of the upper and lower limbs.	
ORPHA:2633	A rare primary bone dysplasia characterized by severe mesomelic shortness particularly of the lower limbs with distinctive triangular or rhomboid-shaped tibiae and fibulae, accompanied by bony protuberances and skin dimples. Additional manifestations include radioulnar synostosis, dislocation of the radial head, abnormalities of the hands (such as oligosyndactyly or fusiform-shaped fingers) and feet (pes equinovarus, synostoses of tarsals/metatarsals and phalanges), and dysmorphic facial features.	
ORPHA:261501	A rare chromosomal anomaly syndrome, resulting from the partial deletion of the short arm of chromosome X, principally characterized by classical Norrie disease (bilateral, severe retinal malformations and opacity of the lens leading to congenital blindness, on occasion associated with progressive sensorineural deafness and intellectual disability), microcephaly, hypotonia, psychomotor and growth delay, moderate to severe mental handicap and disruptive behaviour. Clinical phenotype is highly variable and immunodeficiency, epilepsy and hypogonadism have also been reported.	
ORPHA:2634	A rare disorder characterized by disproportionate short stature from birth with dysplasia of the ulna and fibula.	
ORPHA:2645	A rare primary bone dysplasia with disorganized development of skeletal components characterized by rhizomelic dwarfism, severe craniofacial dysmorphism including craniosynostosis, acrocephaly, a prominent forehead, midface hypoplasia, hypertelorism, depressed nasal bridge, anteverted nostrils, macroglossia, unerupted teeth. Patients also present with short neck, short and bowed limbs, short and broad hands and fingers, and flat feet. Intelligence is not affected.	
ORPHA:2643	A rare disorder characterised by growth retardation with prenatal onset, cataracts, microcephaly, intellectual deficit, immune deficiency, delayed ossification and enamel hypoplasia. It has been described in two siblings. Transmission is autosomal recessive.	
ORPHA:2636	A rare, severe, primary bone dysplasia characterized by intrauterine and postnatal growth retardation, microcephaly, facial dysmorphism, skeletal dysplasia, low-birth weight and brain anomalies.	
ORPHA:2658	A rare primary bone dysplasia characterized by growth delay, generalized and progressive craniotubular hyperostosis, intellectual disability, distinct craniofacial appearance, dental anomalies, loose skin, and distal-limb anomalies.	
ORPHA:264200	14q22q23 microdeletion syndrome is a rare partial deletion of the long arm of chromosome 14 characterized by ocular anomalies (anopthalmia/microphthalmia, ptosis, hypertelorism, exophthalmos), pituitary anomalies (pituitary hypoplasia/aplasia with growth hormone deficiency and growth retardation) and hand/foot anomalies (polydactyly, short digits, pes cavus). Other clinical features may include muscular hypotonia, psychomotor development delay/intellectual disability, dysmorphic signs (facial asymmetry, microretrognathia, high-arched palate, ear anomalies), congenital genitourinary malformations, hearing impairment. Smaller 14q22 deletions may have variable expression.	
ORPHA:3057	Monoamine oxidase-A deficiency is a very rare recessive X-linked biogenic amine metabolism disorder characterized clinically by mild intellectual deficit, impulsive aggressiveness, and sometimes violent behavior and presenting from childhood.	
ORPHA:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome is a rare X-linked intellectual disability syndrome characterized by intellectual disability associated with short stature, obesity, primary hypogonadism and an ichthyosiform skin condition. There have been no further descriptions in the literature since 1982.	
ORPHA:3052	A rare, X-linked syndromic intellectual disability disorder characterized by severe intellectual disability, psychomotor developmental delay, generalized seizures, and psoriasis. Mild craniofacial dysmorphism, such as hypertelorism, broad nasal bridge, anteverted nares, macrostomia, highly arched palate and large ears, is also associated. There have been no further descriptions in the literature since 1988.	
ORPHA:3047	A rare, genetic, multiple congenital anomalies syndrome characterized by the association of a typical facial phenotype with microcephaly associated with congenital hypothyroidism, skeletal involvement (polydactyly, long thumb(s) and long first toe(s), and patellar hypoplasia/agenesis), and some degree of global developmental delay, hypotonia and intellectual disability. Facial features include an immobile mask-like face, severe blepharophimosis and ptosis, tear duct abnormalities, a broad nasal bridge, bulbous nasal tip, small mouth, thin upper lip, hypoplastic teeth and small, low set ears. Renal and genital anomalies, usually cryptorchidism, are often present in affected males. Congenital heart defects and growth delay are variably present.	
ORPHA:3044	A rare, genetic, syndromic intellectual disability disorder characterized by mild to moderate intellectual disability, facial dysmorphism (including a long face, deep-set eyes, narrow-based, broad nose with nostril colobomata, mandibular prognathism), hypergonadotrophic hypogonadism, eunuchoid habitus, diabetes mellitus type 1, and epilepsy. There have been no further descriptions in the literature since 1990.	
ORPHA:3042	Intellectual disability-cataracts-calcified pinnae-myopathy syndrome is a rare, genetic intellectual disability syndrome characterized by macrocephaly, hypotonia, dysmorphic facial features (wide forehead, ptosis, downslanting palpebral fissures, enlarged and calcified external ears, large jaw), sparse body hair, tall stature, and intellectual disability. Hearing loss, insulin-resistant diabetes, and progressive distal muscle wasting (leading to joint contractures) have also been reported in adulthood. Rare manifestations include behavioral abnormalities (aggression and restlessness), hypothyroidism, cerebral calcification, ataxia, and peripheral neuropathy.	
ORPHA:3041	Intellectual disability-balding-patella luxation-acromicria syndrome is characterised by severe intellectual deficit, patella luxations, acromicria, hypogonadism, facial dysmorphism (including midface hypoplasia and premature frontotemporal balding). It has been described in three unrelated males.	
ORPHA:263708	A group of rare chromosomal anomalies characterized by constitutional structural chromosomal rearrangements, including translocations, invertions, duplications and deletions, involving at least three breakpoints on two or more chromosomes. Individuals with such arrangements may display various phenotypes including cognitive impairment, congenital abnormalities and infertility, while some can also be phenotypically normal. Both de novo and familial forms are reported.	
ORPHA:3038	This syndrome is extremely rare and is characterized by delayed speech development, mild facial asymmetry, strabismus and transverse ear lobe creases.	
ORPHA:263665	Natural killer (NK)-cell enteropathy is a benign NK-cell lymphoproliferative disease characterized by minor abdominal symptoms (abdominal pain, diverticulosis, constipation and reflux) due to NK cell-derived lesions in the mucosal layer of the gastrointestinal tract and often mistaken for NK or T-cell lymphoma.	
ORPHA:3035	Growth delay - hydrocephaly - lung hypoplasia, also named Game-Friedman-Paradice syndrome, is a rare developmental disorder described in 4 sibs so far and characterized by delayed fetal growth, hydrocephaly with patent aqueduct of Sylvius, underdeveloped lungs and various other anomalies such as small jaw, intestinal malrotation, omphalocele, shortness of lower limbs, bowed tibias and foot deformities.	
ORPHA:3034	Delayed membranous cranial ossification is a rare, genetic primary bone dysplasia characterized by absent ossification of calvarial bones at birth and characteristic facial dysmorphisms (frontal bossing, hypertelorism, downward-slanting palpebral fissures, proptosis, flat nasal bridge, low-set ears, midface retrusion). Patients present a soft skull at birth which, over time, progressively ossifies and in adulthood typically results in a deformed skull (with brachycephaly and prominent occiput). No other skeletal abnormalities are associated and patients have normal cognitive and motor development.	
ORPHA:263662	Familial multiple meningioma is a rare, benign neoplasm of the central nervous system characterized by the development of multiple or, rarely, solitary meningiomas in two or more blood relatives, without other apparent syndromic manifestations. Depending on the localization, growth rate and size of the tumors, patients can present with subtle, gradually worsening or abrupt and severe neurological compromise or can be completely asymptomatic.	
ORPHA:263548	A noninflammatory form of generalized PSS characterized by white scaling and superficial painless peeling of the skin.	
ORPHA:3033	A rare disorder of the fetus characterized by absent or poorly developed proximal tubules of the kidneys, persistent oligohydramnios, leading to Potter sequence (facial dysmorphism with large and flat, low-set ears, lung hypoplasia, arthrogryposis and limb positioning defects), and skull ossification defects.	
ORPHA:263553	A form of generalized peeling skin syndrome (PSS) characterized by superficial patchy peeling of the entire skin with underlying erythroderma, pruritus, and atopy.	
ORPHA:3032	NPHP3-related Meckel-like syndrome is a rare, genetic, syndromic renal malformation characterized by cystic renal dysplasia with or without prenatal oligohydramnios, central nervous system abnormalities (commonly Dandy-Walker malformation), congenital hepatic fibrosis, and absence of polydactyly.	
ORPHA:263534	A rare peeling skin syndrome characterized by superficial peeling of the skin predominantly affecting the dorsa of the hands and feet.	
ORPHA:263543	A form of peeling skin syndrome characterized by a generalized distribution. It comprises two sub-types: the non-inflammatory (PSS type A) and the inflammatory (PSS type B) form. PSS type A is characterized by generalized white scaling with superficial non-inflammatory peeling of the skin, while PSS type B is characterized by superficial patchy peeling of the entire skin with underlying erythroderma, pruritus, and atopy.	
ORPHA:263516	A rare epilepsy syndrome characterized by infantile- to early childhood-onset of progressive myoclonic seizures (occasionally accompanied by generalized tonic-clonic seizures) and severe, progressive neurological regression, leading to psychomotor and cognitive decline, cerebellar ataxia, dementia and, frequently, early death. Vision loss may be associated. EEG typically reveals epileptiform activity with predominance in the posterior region and photosensitivity.	
ORPHA:263524	A rare neurologic disease characterized by a rapid onset of seizures, an altered state of consciousness, neurologic decline, and variable degrees of hepatic dysfunction following a respiratory or gastrointesitnal infection (e.g. mycoplasma, influenza virus) in a previously healthy child. Brain MRI of patients reveals bilateral, multiple, symmetrical lesions predominantly observed in thalami and brainstem, but also in periventricular white matter and cerebellum in some cases.	
ORPHA:263501	COG4-CDG is an extremely rare form of CDG syndrome characterized clinically in the single reported case to date by seizures, some dysmorphic features, axial hypotonia, slight peripheral hypertonia and hyperreflexia.	
ORPHA:3026	A rare nose and cavum anomaly characterized by variable defects of the radial ray, concurrent choanal malformations and esotropia. Patients predominantly present with left radial ray hypoplasia, however the spectrum of radial ray involvement may range from totally absent radius, first metacarpal, and phalangeal bones to hypoplastic carpal and metacarpal bones and a triphalangeal thumb. There have been no further descriptions in the literature since 1987.	
ORPHA:263508	COG1-CDG is an extremely rare form of CDG syndrome characterized clinically in the few cases reported to date by variable signs including microcephaly, growth retardation, psychomotor retardation and facial dysmorphism.	
ORPHA:263482	Spondyloepiphyseal dysplasia, Maroteaux type is a very rare type of spondyloepiphyseal dysplasia described in fewer than 10 patients to date and characterized clinically by dysplastic epiphyses, short stature appearing in infancy, short neck, short and stubby hands and feet, scoliosis, genu valgum, abnormal pelvis, osteoporosis and osteoarthritis.	
ORPHA:3021	A rare multiple congenital anomalies characterized by distinctive signs and facial associated features from which the acronym RAPADILINO is made: RA for radial ray defect, PA for patellae hypoplasia/aplasia and cleft or highly arched palate, DI for diarrhea and dislocated joints, LI for little size and limb malformations, NO for long, slender nose and normal intelligence.	
ORPHA:263479	Fuchs heterochromic iridocyclitis (FHI) is an ocular disease of unknown etiology occurring in a very small percentage (0.5-6.2%) of uveitis cases, characterized by diffuse iris heterochromia or atrophy, keratic precipitates in the absence of synechiae, and in some cases evolving to glaucoma and vitreous opacities.	
ORPHA:263494	DPM3-CDG is an extremely rare form of CDG syndrome characterized clinically in the single reported case by muscle weakness, waddling gait and dilated cardiomyopathy.	
ORPHA:3023	A rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by the triad: congenital, bilateral, symmetrical, subtotal, external auditory canal atresia, bilateral vertical talus and increased interocular distance.	
ORPHA:263487	COG5-CDG is an extremely rare form of CDG syndrome characterized clinically in the single reported case to date by moderate mental retardation with slow and inarticulate speech, truncal ataxia, and mild hypotonia.	
ORPHA:263458	A rare autosomal dominant form of familial hyperinsulinism characterized clinically by postprandial hypoglycemia, fasting hyperinsulinemia, and an elevated serum insulin-to-C peptide ratio, and a variable age of onset.	
ORPHA:1832	A rare disorder defined by generalized osteosclerosis with periosteal bone formation, characteristic facial dysmorphism, brain abnormalities including intracerebral calcifications, and neonatal lethal course.	
ORPHA:263455	A form of diazoxide-sensitive diffuse congenital hyperinsulinism due to HNF4A deficiency and, characterized by macrosomia, transient or persistent hyperinsulinemic hypoglycemia (HH), responsiveness to diazoxide and a propensity to develop maturity-onset diabetes of the young subtype 1 (MODY).	
ORPHA:3018	A rare systemic disease characterized by progressive hyalinosis involving capillaries, arterioles and small veins of the digestive tract, kidneys, and retina, associated with idiopathic cerebral calcifications, manifesting with severe diarrhea (with rectal bleeding and malabsorption), nephropathy (with renal failure and systemic hypertension), chorioretinal scarring, and subarachnoid hemorrhage. Poikiloderma and premature greying of the hair may be additionally observed.	
ORPHA:3019	A rare, genetic, primary bone dysplasia syndrome characterized by bilateral, painless swelling of the face extending from the mandible to the inferior orbital margins (cherubism), epilepsy, gingival fibromatosis (possibly obscuring teeth), and intellectual disability. Other associated variable features include hypertrichosis, stunted growth, juvenile rheumatoid arthritis, and development of ocular abnormalities (e.g. pigmentary retinopathy, optic disc pallor, Axenfeld anomaly). Radiological images typically show bilateral multifocal radiolucency involving the body, angle and ramus of the mandible and coronoid process.	
ORPHA:263463	CHST3-related skeletal dysplasia is a very rare bone disorder characterized clinically by short stature of prenatal onset; dislocation of the knees, hips or elbows; club feet; limitation of range of motion of large joints; progressive kyphosis; and occasional scoliosis. In a few patients, minor heart valve dysplasia has also been described. Intellect, vision and hearing are normal.	
ORPHA:263432	Nevus of Ito is a benign dermal melanocytosis occurring most frequently in the Asian populations and characterized by unilateral, asymptomatic, blue, gray or brown skin pigmentation within the acromioclavicular and upper chest area (involving the side of the neck, the supraclavicular and scapular areas, and the shoulder region). It is usually diagnosed in early infancy and in early adolescence. Nevus of Ito may progressively enlarge and darken in color (particularly with puberty) and its appearance usually remains stable once adulthood is reached. Spontaneous regression does not occur. Malignant melanoma has rarely been reported within a nevus of Ito. It shares the clinical features of nevus of Ota, except its anatomic location and in rare occasions, may occur together with the latter.	
ORPHA:263425	Nevus of Ota is an oculodermal melanocytosis more commonly found in Asian and African populations, usually present at birth and characterized by a usually unilateral, bluish gray, patchy, speckled pigmentation (that may progressively enlarge and darken) affecting the skin of the face along the distribution of the ophthalmic and maxillary divisions of the trigeminal nerve (periorbital region, temple, forehead, malar area, nose). In 2/3 cases the ipsilateral sclera is affected. Nevus of Ota usually remains stable once adulthood is reached but an increased risk of glaucoma and uveal melanoma may be observed. Extracutaneous lesions may also occur in cornea, retina, tympanum, nasal mucosa, pharynx, palate. Nevus of Ota occurs as solitary conditions but seldom may occur together with the nevus of Ito or nevus spilus.	
ORPHA:3015	Radio-renal syndrome is a rare developmental defect during embryogenesis characterized by variable upper limb reduction defects and renal anomalies. Patients typically present absence/hypoplasia of digits, radii and/or ulnae, short stature and mild external ear malformation, as well as kidney agenesis or ectopia. There have been no further descriptions in the literature since 1983.	
ORPHA:263440	Neuroacanthocytosis (NA) syndromes are a group of genetic diseases characterized by the association of red blood cell acanthocytosis (deformed erythrocytes with spike-like protrusions) and progressive degeneration of the basal ganglia.	
ORPHA:263435	Congenital smooth muscle hamartoma (CSMH) is a rare cutaneous hamartomatous lesion most often located on the lumbosacral area or proximal limbs (but rarely on atypical areas such as scalp, eyelid or foot) and characterized by a disorganized proliferation of smooth muscle fibres of arrector pili presenting usually as a localized skin-colored or hyperpigmented plaque (up to 10 cm in diameter) with prominent vellus hairs (most common classic form) or less commonly by multiple skin-colored papules that can coalesce to form irregularly shaped plaques. With time, hyperpigmentation and vellus hairs usually diminish and neither malignant transformation nor associated systemic involvement has been reported.	
ORPHA:3016	A rare, genetic limb reduction defects syndrome characterized by bilateral radial aplasia/hypoplasia manifesting with absent/short forearms in association with anogenital abnormalities (e.g. hypospadias or imperforate anus). Additional features reported include hydrocephalus and absent preaxial digits. There have been no further descriptions in the literature since 1993.	
ORPHA:263410	A rare, genetic disorder of thiamine metabolism and transport characterized by infantile spasms progressing to symptomatic generalized or partial seizures, severe global developmental delay, progressive brain atrophy, and bilateral thalamic and basal ganglia lesions.	
ORPHA:3010	A rare, genetic, syndromic intellectual disability disorder characterized by non-progressive, congenital, marked, central hypotonia, severe psychomotor delay and intellectual disability, chronic constipation, distended abdomen, abnormal dermatoglyphics, delayed and dysharmonic skeletal maturation, and preponderance of type 2 larger-sized muscle fibers. Additional features include narrow and high-arched palate, prominent nasal root, long philtrum, and open mouth with drooling, as well as variably present cryptorchidism, hypertelorism, and tapered fingers. Seizures and/or an abnormal electroencephalograph may also be associated. There have been no further descriptions in the literature since 1994.	
ORPHA:3011	A rare, genetic, syndromic intellectual disability disorder characterized by the association of nonprogressive spastic quadriparesis, retinitis pigmentosa, intellectual disability, and variable deafness. There have been no further descriptions in the literature since 1976.	
ORPHA:769	A subtype of <i>INSR</i>-related severe insulin-resistance syndrome characterized by intrauterine and postnatal growth delay, short stature, acanthosis nigricans, dental, hair and nail abnormalities, facial dysmorphism, organomegaly and major hyperinsulinemia with dysglycemia.	
ORPHA:263413	A rare vascular tumor characterized by a malignant space-occupying lesion composed of cells variably recapitulating features of normal endothelium. It mostly develops as a cutaneous tumor and is much less frequently located in the deep soft tissue. Clinical presentation is an enlarging mass, sometimes with symptoms like coagulopathy, anemia, persistent hematoma, or bruisability. Some tumors are associated with pre-existing conditions, e. g. Klippel-Trenaunay syndrome, Maffucci syndrome, or following radiation, among others. Older age, retroperitoneal location, large size, and high mitotic activity are predictors for poor outcome.	
ORPHA:3003	A rare lethal chondrodysplasia characterized by severe generalized osteosclerosis. Main clinical manifestations include large head, palpebral edema, flat nose, low-set ears, hexagon-like mouth, a short neck (hidden by skin folds), a short and wide trunk, a prominent abdomen, and severe micromelic dwarfism with rather normal-length hands and feet. X-rays show marked sclerosis of the facial bones and extremities, and poor ossification elsewhere. It has a lethal outcome, either prenatally or during the early neonatal period. There have been no further descriptions in the literature since 1986.	
ORPHA:3005	A rare bone dysplasia characterized by long bones with wide and expanded metaphyses, thin cortical bone and bone fragility. The metaphyseal widening and undermodeling extends well into the diaphysis and causes in the distal femur the typical ''Erlenmeyer flask'' or ''paddle'' appearance. Bone undermodeling is also seen in the tubular bones of the hands where there is lack of diaphyseal constriction. Common clinical features include genua valga, big clavicles and dental anomalies. Mild hyperostosis of the skull and mild platyspondyly can also be observed on radiographs.	
ORPHA:263347	MRCS syndrome is a rare, genetic retinal dystrophy disorder characterized by bilateral microcornea, rod-cone dystrophy, cataracts and posterior staphyloma, in the absence of other systemic features. Night blindness is typically the presenting manifestation and nystagmus, strabismus, astigmatism and angle closure glaucoma may be associated findings. Progressive visual acuity deterioration, due to pulverulent-like cataracts, results in poor vision ranging from no light perception to 20/400.	
ORPHA:263352	A rare cardiac condition characterized by acute severe right ventricular failure with subsequent hemodynamic instability following a cardiac surgical procedure. Predisposing factors include suboptimal myocardial protection during surgery, long cardiopulmonary bypass time, right ventricular myocardial ischemia or infarction, atrial arrhythmias, reperfusion lung injury with secondary pulmonary hypertension, post-operative pulmonary micro- or macro-embolism, and pre-existing pulmonary vascular disease, among others.	
ORPHA:3004	A rare disorder characterized by mirror polydactyly, vertebral hypersegmentation and severe congenital limb deficiencies. Duodenal atresia and absent thymus were also reported. So far, it has been described in four unrelated infants identified through a congenital malformation screening program carried out in Spain. The prevalence was estimated at around 1 in 330,000. The etiology is unknown but it was suggested that the syndrome is caused by defective expression of a developmental control gene.	
ORPHA:2997	Ptosis-vocal cord paralysis syndrome is a rare, hereditary disorder with ptosis characterized by the combination of congenital bilateral recurrent laryngeal nerve paralysis and congenital bilateral ptosis. There have been no further descriptions in the literature since 1983.	
ORPHA:2999	A rare genetic eye disease characterized by the combination of ptosis, strabismus and ectopic pupils. There have been no further descriptions in the literature since 1976.	
ORPHA:2990	A rare genetic multiple congenital anomalies/dysmorphic syndrome characterized by congenital pterygia (webbing) mainly affecting the neck and large joints, arthrogryposis multiplex, short stature, and craniofacial dysmorphism (including ptosis, downslanting palpebral fissures, high-arched palate, and retrognathia). Additional manifestations are decreased movements, facial weakness, respiratory distress, vertebral anomalies, scoliosis, anomalies of the fingers, and cryptorchidism, among others. The disease is a non-lethal variant of multiple pterygium syndrome.	
ORPHA:263297	A rare autosomal recessive glycogen storage disease characterized by severe cardiomyopathy and cardiac dilatation potentially progressing to heart failure requiring transplantation. Cardiomyocytes show large inclusions of storage material consistent with polyglucosan. Clinical evidence of skeletal muscle involvement is usually absent.	
ORPHA:2987	A rare, genetic, dermis disorder characterized by bilateral, fairly symmetrical, antecubital webbing extending from distal third of humerus to proximal third of forearm, associated with musculoskeletal abnormalities (i.e. absent long head of triceps, bilateral posterior dislocation of the radial head and hypoplasia of the olecranon processes) and absent skin creases over the terminal interphalangeal joints of fingers, clinically manifesting with moderate to severe elbow extension and supination limitation.	
ORPHA:2985	A rare syndromic intellectual deficiency characterized by psychomotor delay, severe progressive spastic quadriplegia, microcephaly, and a Hallerman-Streiff-like phenotype including absence of eyebrows and eyelashes, glaucoma, and small, beaked nose. Structural central nervous system abnormalities (cervical spinal cyst, occipital cranium bifidum occulatum) were additional findings. There have been no further descriptions in the literature since 1974.	
ORPHA:2989	A rare form of pterygium, which develops in early adulthood, characterized by a wing-like bulbar thickening of the conjunctiva in the interpalpebral fissure area that can be cured by surgical excision.	
ORPHA:2988	A rare disorder characterized by pterygium colli, digital anomalies (abnormal small thumbs, widened interphalangeal joints, and broad terminal phalanges), and craniofacial abnormalities (brachycephaly, epicanthic folds, angulated eyebrows, upward slanting of the palpebral fissures, ptosis, hypertelorism, and prominent low-set, posteriorly rotated ears). It has been described in a woman and her son, but the manifestations were much less severe in the mother. The son also had intellectual deficit. The inheritance is either X-linked dominant or autosomal dominant.	
ORPHA:3138	A rare congenital anomalies syndrome characterized by a variable spectrum of ulnar defects, mammary and apocrine gland hypoplasia and genital anomalies. The most frequent signs include fifth finger and dental anomalies, delayed puberty and mammary hypoplasia. Short stature and obesity are common.	
ORPHA:3145	A rare, genetic, renal tubular disease characterised by nephrogenic diabetes insipidus, intracerebral calcifications, intellectual disability, short stature and facial dysmorphism. There have been no further descriptions in the literature since 1990.	
ORPHA:3143	A rare, endocrine disease characterized by autoimmune Addison disease associated with autoimmune thyroid disease or type I diabetes mellitus, or both, and without chronic candidiasis. Additional endocrine (hypogonadism, hypoparathyroidism) and non-endocrine diseases (vitiligo, autoimmune hepatitis, autoimmune gastritis, pernicious anemia, and myasthenia gravies) may be present.	
ORPHA:3144	A rare spondylodysplastic dysplasia characterized by the typical radiographic finding of snail-like configuration of the hypoplastic iliac bones. Additional features include flattened hypoplastic vertebral bodies, short ribs, short and wide fibulae, short and broad long bones with a dumbbell-like appearance, and precocious ossification of the tarsus. The malformation is lethal perinatally.	
